,nx,ny,nz,d
tag00,-0.8428688800954136,0.5374976413041309,0.02585220607992045,1.841457481223674
tag01,-0.8460521532400354,-0.5313347049620919,0.04334957094073949,1.8633584991441494
tag02,-0.8453177072480156,-0.030053204228435715,0.5334180150018951,1.8649612956475659
