,x,y,z
normal_1,-0.0027914186056529158,-0.5085997640109668,-0.8609985412474034
normal_2,-0.1985241637558574,0.19773657658107152,-0.9599418746398325
normal_3,0.36749469484715325,0.22715182391558372,-0.9018590234349388
intersection,0.06937216944949331,-0.32472145884456943,0.8304655307977684
