x,y,z
1.12648,-0.342871,-0.306547
1.12991,-0.348204,-0.307811
1.12856,-0.352539,-0.307811
1.12733,-0.356476,-0.307811
1.05235,-0.132841,-0.151933
1.05188,-0.136514,-0.151933
1.04648,-0.139558,-0.151245
1.04599,-0.14321,-0.151245
1.05527,-0.148361,-0.152621
1.05963,-0.152913,-0.153309
1.06399,-0.157308,-0.153997
1.06718,-0.16919,-0.154685
1.06658,-0.172914,-0.154685
1.06597,-0.176636,-0.154685
1.0696,-0.18489,-0.155373
1.06895,-0.188622,-0.155373
1.06828,-0.192352,-0.155373
1.0676,-0.19608,-0.155373
1.06691,-0.199806,-0.155373
1.07108,-0.20443,-0.156061
1.07522,-0.209087,-0.156749
1.07935,-0.213774,-0.157438
1.08346,-0.218493,-0.158126
1.08269,-0.222274,-0.158126
1.08676,-0.227038,-0.158814
1.08991,-0.23602,-0.159502
1.09308,-0.244679,-0.16019
1.09617,-0.253394,-0.160878
1.09528,-0.257219,-0.160878
1.09438,-0.261041,-0.160878
1.10792,-0.26828,-0.162942
1.11179,-0.273302,-0.16363
1.10505,-0.279867,-0.162942
1.10406,-0.283722,-0.162942
1.10307,-0.287575,-0.162942
1.10685,-0.292664,-0.16363
1.11061,-0.297784,-0.164318
1.10478,-0.300384,-0.16363
1.12285,-0.309403,-0.166383
1.12654,-0.314628,-0.167071
1.12543,-0.318558,-0.167071
1.12318,-0.326408,-0.167071
1.11728,-0.328952,-0.166383
1.12088,-0.334241,-0.167071
1.12914,-0.341158,-0.168447
1.13263,-0.346725,-0.169135
1.13491,-0.356082,-0.169823
1.13839,-0.361517,-0.170511
1.13712,-0.365489,-0.170511
1.13584,-0.369456,-0.170511
1.13925,-0.374943,-0.171199
1.13794,-0.378917,-0.171199
1.13996,-0.388426,-0.171887
1.08632,-0.231511,-0.111701
1.08946,-0.240516,-0.112172
1.09261,-0.249197,-0.112643
1.09569,-0.257934,-0.113114
1.09871,-0.266727,-0.113586
1.10261,-0.271727,-0.114057
1.10649,-0.276757,-0.114528
1.11035,-0.281818,-0.114999
1.11419,-0.286909,-0.11547
1.11697,-0.295931,-0.115941
1.12075,-0.301095,-0.116413
1.1245,-0.30629,-0.116884
1.12823,-0.311514,-0.117355
1.13193,-0.316768,-0.117826
1.13562,-0.322052,-0.118297
1.13813,-0.33134,-0.118768
1.13696,-0.33531,-0.118768
1.13579,-0.339277,-0.118768
1.1346,-0.34324,-0.118768
1.13681,-0.353,-0.119239
1.13557,-0.356966,-0.119239
1.1378,-0.366388,-0.119711
1.14125,-0.371877,-0.120182
1.14468,-0.377394,-0.120653
1.11616,-0.361118,-0.083147
1.11964,-0.36654,-0.0834668
1.1231,-0.371991,-0.0837866
1.11262,-0.338796,-0.0890023
1.11488,-0.348418,-0.089351
1.11365,-0.352307,-0.089351
1.11717,-0.357706,-0.0896998
1.11939,-0.367042,-0.0900486
1.12283,-0.37251,-0.0903974
1.10441,-0.311833,-0.0947034
1.10811,-0.317067,-0.0950827
1.11905,-0.332946,-0.0962207
1.11789,-0.33685,-0.0962207
1.12027,-0.346127,-0.0966
1.12257,-0.355454,-0.0969793
1.12607,-0.360901,-0.0973586
1.12813,-0.370711,-0.0977379
1.13024,-0.380176,-0.0981173
1.08744,-0.275567,-0.0987486
1.0903,-0.284437,-0.0991554
1.09411,-0.289544,-0.0995623
1.0979,-0.29468,-0.0999691
1.10167,-0.299847,-0.100376
1.11021,-0.306396,-0.10119
1.12128,-0.322214,-0.10241
1.12378,-0.33147,-0.102817
1.12261,-0.335391,-0.102817
1.12488,-0.345099,-0.103224
1.12842,-0.350527,-0.10363
1.13416,-0.365433,-0.104444
