x,y,z
1.04637,0.241294,-0.126994
1.0472,0.237639,-0.126994
1.04803,0.233982,-0.126994
1.04477,0.225642,-0.126433
1.04555,0.221993,-0.126433
1.04632,0.218343,-0.126433
1.04708,0.214689,-0.126433
1.04782,0.211033,-0.126433
1.04855,0.207374,-0.126433
1.04927,0.203712,-0.126433
1.05486,0.200948,-0.126994
1.06044,0.198147,-0.127555
1.06113,0.194444,-0.127555
1.06736,0.187862,-0.128116
1.0288,0.177623,-0.123628
0.985275,0.166859,-0.118579
0.985852,0.163418,-0.118579
0.991326,0.160739,-0.11914
0.996793,0.158023,-0.119701
1.03174,0.159641,-0.123628
1.01868,0.031738,-0.120823
1.01382,0.0280768,-0.120262
1.00894,0.0244499,-0.119701
1.00902,0.020928,-0.119701
1.02686,0.037483,-0.267377
1.02215,0.0337115,-0.266113
1.01742,0.0299739,-0.26485
1.01269,0.0262692,-0.263586
1.00794,0.0225983,-0.262323
1.01285,0.0191991,-0.263586
1.01291,0.0156632,-0.263586
1.01296,0.0121272,-0.263586
1.01783,0.0086598,-0.26485
1.01785,0.00510706,-0.26485
1.0227,0.00158842,-0.266113
1.0227,-0.00198128,-0.266113
1.01783,-0.00910502,-0.26485
1.01779,-0.0126578,-0.26485
1.0129,-0.0161607,-0.263586
1.008,-0.0196296,-0.262323
1.00793,-0.023148,-0.262323
1.003,-0.0265657,-0.261059
1.04935,0.258643,-0.281276
1.05113,0.251311,-0.281276
1.052,0.24764,-0.281276
1.05757,0.245084,-0.282539
1.06313,0.242491,-0.283803
1.06397,0.238779,-0.283803
1.06479,0.235063,-0.283803
1.05616,0.229243,-0.281276
1.05223,0.22452,-0.280012
1.04828,0.219827,-0.278749
1.04431,0.215165,-0.277485
1.04032,0.210534,-0.276222
1.04104,0.206901,-0.276222
1.04176,0.203265,-0.276222
1.04246,0.199628,-0.276222
1.04315,0.195988,-0.276222
1.04858,0.193248,-0.277485
1.04925,0.189587,-0.277485
1.05467,0.186792,-0.278749
1.06484,0.184814,-0.281276
1.07024,0.181932,-0.282539
1.07564,0.179014,-0.283803
1.07209,0.170715,-0.282539
1.06847,0.162473,-0.281276
1.06903,0.158743,-0.281276
1.06958,0.15501,-0.281276
1.06533,0.150573,-0.280012
1.06585,0.146854,-0.280012
1.06635,0.143132,-0.280012
1.06685,0.139409,-0.280012
1.06733,0.135684,-0.280012
1.06779,0.131958,-0.280012
1.06825,0.12823,-0.280012
1.06389,0.123914,-0.278749
1.06431,0.1202,-0.278749
1.06032,0.112232,-0.277485
1.05627,0.104325,-0.276222
1.05662,0.100638,-0.276222
1.05697,0.0969479,-0.276222
1.05733,0.0928895,-0.276222
1.05765,0.0891979,-0.276222
1.05795,0.0855061,-0.276222
1.0486,0.0810145,-0.273695
1.03924,0.0765893,-0.271167
1.03467,0.0725962,-0.269904
1.02527,0.0682874,-0.267377
1.0255,0.0647079,-0.267377
1.02572,0.061128,-0.267377
1.02593,0.057547,-0.267377
1.03095,0.0542467,-0.26864
1.03114,0.0506479,-0.26864
1.03131,0.047048,-0.26864
1.03146,0.0434475,-0.26864
1.02512,0.043224,-0.147116
1.02032,0.0394253,-0.146428
1.02045,0.0358637,-0.146428
1.02057,0.0323012,-0.146428
1.02068,0.0287387,-0.146428
1.02077,0.0251754,-0.146428
1.0258,0.0217463,-0.147116
1.02587,0.0181657,-0.147116
1.02593,0.0145843,-0.147116
1.02102,0.0109207,-0.146428
1.02105,0.00735682,-0.146428
1.01612,0.0037453,-0.14574
1.01118,0.000167842,-0.145052
1.00622,-0.00337458,-0.144364
1.0062,-0.00688706,-0.144364
1.00617,-0.0103993,-0.144364
1.01108,-0.0139503,-0.145052
1.01591,-0.0210821,-0.14574
1.05905,0.259624,-0.156061
1.04553,0.252359,-0.153997
1.04159,0.247536,-0.153309
0.99911,0.233501,-0.147116
1.00474,0.231151,-0.147804
1.03448,0.234372,-0.151933
1.06025,0.232584,-0.155373
1.05622,0.22781,-0.154685
1.05217,0.223068,-0.153997
1.0481,0.218356,-0.153309
1.0537,0.215717,-0.153997
1.05445,0.212037,-0.153997
1.06003,0.209342,-0.154685
1.05661,0.200984,-0.153997
1.05312,0.192684,-0.153309
1.04892,0.188105,-0.152621
1.0447,0.183558,-0.151933
1.04533,0.17991,-0.151933
1.04595,0.17626,-0.151933
1.04656,0.172608,-0.151933
1.04716,0.168954,-0.151933
1.04774,0.165297,-0.151933
1.04831,0.161639,-0.151933
1.04887,0.157979,-0.151933
1.04941,0.154316,-0.151933
1.05484,0.151384,-0.152621
1.06027,0.148415,-0.153309
1.06568,0.14541,-0.153997
1.06618,0.141689,-0.153997
1.06176,0.137304,-0.153309
1.05242,0.132306,-0.151933
1.04796,0.128003,-0.151245
1.03857,0.123121,-0.149869
1.03408,0.118901,-0.149181
1.0394,0.115868,-0.149869
1.0398,0.112239,-0.149869
1.04019,0.108608,-0.149869
1.04056,0.104977,-0.149869
1.04094,0.101168,-0.149869
1.03671,0.0932389,-0.149181
1.03702,0.0896197,-0.149181
1.03733,0.085999,-0.149181
1.03762,0.0823777,-0.149181
1.03791,0.0787555,-0.149181
1.03324,0.0747458,-0.148492
1.03349,0.0711384,-0.148492
1.03373,0.0675311,-0.148492
1.03396,0.063922,-0.148492
1.03418,0.0603121,-0.148492
1.02944,0.0564023,-0.147804
1.02963,0.0528087,-0.147804
1.02486,0.0489488,-0.147116
1.02096,0.253834,-0.0930531
1.03154,0.25258,-0.0938668
1.01871,0.242007,-0.0926463
1.03413,0.241764,-0.0938668
1.01951,0.190188,-0.0918327
1.0159,0.182217,-0.0914258
