x,y,z
2.22831,-0.0353934,-0.181931
2.23538,-0.0355058,0.0390236
2.29528,-0.148831,-0.133952
2.21668,-0.0352088,-0.116186
2.29777,-0.148992,-0.0804084
2.20665,-0.0427552,-0.0642319
2.30247,-0.157371,-0.0268676
2.21372,-0.0428921,-0.281831
2.24754,-0.0435474,-0.0130652
2.28471,-0.156157,-0.213771
2.3304,-0.15928,0.0271936
2.22817,-0.0431721,-0.181931
2.29873,-0.157115,-0.134185
2.22453,-0.0431015,-0.116605
2.30123,-0.157285,-0.080548
2.21448,-0.050641,-0.0644646
2.3059,-0.165694,-0.0269142
2.21356,-0.0506198,-0.281831
2.23938,-0.0512102,-0.0130187
2.29607,-0.164988,-0.214887
2.33781,-0.167987,0.0272867
2.23199,-0.0510413,-0.182256
2.24707,-0.0513862,0.039233
2.30215,-0.165425,-0.134417
2.23235,-0.0510496,-0.117023
2.29667,-0.165031,-0.0804084
2.21829,-0.0584754,-0.064581
2.30929,-0.174042,-0.0269608
2.2213,-0.0585547,-0.282841
2.23519,-0.0589208,-0.0129954
2.29151,-0.172702,-0.214515
2.33721,-0.176146,0.0272867
2.23977,-0.0590416,-0.182907
2.24688,-0.059229,0.039233
2.29758,-0.173159,-0.134185
2.23216,-0.058841,-0.117023
2.30406,-0.173647,-0.0806876
2.21408,-0.066099,-0.0644646
2.32063,-0.183045,-0.0271004
2.22108,-0.0663082,-0.282841
2.24696,-0.0670808,-0.0130652
2.29883,-0.181326,-0.215258
2.34855,-0.185247,0.0274264
2.2515,-0.0672164,-0.183884
2.25065,-0.067191,0.0393028
2.3089,-0.18212,-0.134883
2.23993,-0.0668708,-0.117442
2.31141,-0.182318,-0.0809668
2.22982,-0.0743602,-0.0649301
2.31998,-0.191145,-0.0271004
2.23273,-0.0744575,-0.284356
2.23872,-0.0746571,-0.0130187
2.30613,-0.190003,-0.216002
2.34788,-0.193444,0.0274264
2.25524,-0.0752081,-0.184209
2.2544,-0.0751802,0.0393726
2.32019,-0.191162,-0.13558
2.24367,-0.0748223,-0.117651
2.32271,-0.19137,-0.0813856
2.23755,-0.0820472,-0.0651628
2.32332,-0.199179,-0.027147
2.24041,-0.0821519,-0.285366
2.27044,-0.0832531,-0.0132047
2.31342,-0.19833,-0.216746
2.3552,-0.201912,0.0275195
2.25099,-0.0825402,-0.183884
2.25414,-0.0826556,0.0393726
2.32353,-0.199196,-0.135813
2.2474,-0.0824085,-0.117861
2.32206,-0.199071,-0.0813856
2.24124,-0.0900176,-0.0652792
2.33058,-0.207999,-0.0272401
2.24011,-0.0899719,-0.285366
2.27013,-0.0911779,-0.0132047
2.31271,-0.206404,-0.216746
2.3744,-0.21191,0.0277523
2.25866,-0.0907171,-0.184535
2.24984,-0.090363,0.0393028
2.32679,-0.207661,-0.136045
2.25109,-0.0904132,-0.11807
2.32533,-0.207531,-0.0815252
2.24092,-0.0978405,-0.0652792
2.3378,-0.216871,-0.0273333
2.24374,-0.0979639,-0.285871
2.2698,-0.0991016,-0.0132047
2.31198,-0.214476,-0.216746
2.26629,-0.0989486,-0.185186
2.26949,-0.0990882,0.0396519
2.32605,-0.215782,-0.136045
2.25875,-0.098619,-0.118489
2.32858,-0.216016,-0.0816648
2.24855,-0.106039,-0.0655119
2.208,0.00385369,0
2.34101,-0.225414,-0.0273798
2.25528,-0.106356,-0.287386
2.25346,-0.10627,-0.0131117
2.31518,-0.222927,-0.217117
2.37286,-0.228481,0.0277523
2.2739,-0.107234,-0.185836
2.27712,-0.107386,0.0397915
2.33721,-0.225048,-0.136743
2.26637,-0.106879,-0.118907
2.33577,-0.224909,-0.081944
2.25216,-0.114089,-0.0656282
2.2,-0.00383973,0
2.34419,-0.233981,-0.0274264
2.26282,-0.114629,-0.288397
2.28104,-0.115552,-0.0132744
2.32231,-0.231798,-0.217861
2.2034,-0.00384567,0.051272
2.38001,-0.237557,0.0278455
2.26953,-0.114969,-0.185511
2.27274,-0.115132,0.0397217
2.34039,-0.233602,-0.136976
2.2096,-0.00385649,-0.102927
2.26199,-0.114588,-0.118698
2.34292,-0.233855,-0.0822232
2.2074,-0.00385265,-0.051365
2.25973,-0.122383,-0.065861
2.19597,-0.0114982,0
2.34734,-0.242574,-0.027473
2.19753,-0.0115064,-0.34189
2.26637,-0.122742,-0.288902
2.27663,-0.123298,-0.0132512
2.19925,-0.0115153,-0.236899
2.32941,-0.240722,-0.218604
2.20737,-0.0115579,0.051365
2.37917,-0.245863,0.0278455
2.20259,-0.0115328,-0.154022
2.27708,-0.123322,-0.186162
2.28031,-0.123497,0.0398613
2.34353,-0.24218,-0.137208
2.20957,-0.0115694,-0.102927
2.27354,-0.123131,-0.119326
2.35005,-0.242854,-0.0825024
2.20737,-0.0115579,-0.051365
2.26727,-0.13073,-0.0660937
2.21192,-0.0193031,0
2.35841,-0.252041,-0.0276127
2.20934,-0.0192806,-0.343735
2.26989,-0.130881,-0.289407
2.29215,-0.132165,-0.0133442
2.20317,-0.0192268,-0.237327
2.3444,-0.250544,-0.220092
2.21532,-0.0193328,0.0515511
2.38625,-0.255017,0.0279386
2.21052,-0.0192909,-0.15458
2.28459,-0.131729,-0.186813
2.27587,-0.131226,0.0397915
2.35458,-0.251632,-0.137906
2.2255,-0.0194217,-0.103671
2.28108,-0.131526,-0.119745
2.34521,-0.25063,-0.0823628
2.21532,-0.0193328,-0.0515511
2.2668,-0.138644,-0.0660937
2.21583,-0.0270729,0
2.35752,-0.260272,-0.0276127
2.21716,-0.0270891,-0.344964
2.27338,-0.139046,-0.289912
2.20309,-0.0269172,-0.237327
2.34351,-0.258726,-0.220092
2.21923,-0.0271144,0.0516442
2.3933,-0.264222,0.0280317
2.21443,-0.0270557,-0.154859
2.2881,-0.139946,-0.187138
2.29137,-0.140146,0.0400707
2.34972,-0.259411,-0.137673
2.22542,-0.02719,-0.103671
2.27662,-0.139244,-0.119535
2.36021,-0.26057,-0.0829212
2.21523,-0.0270655,-0.0515511
2.2663,-0.146555,-0.0660937
2.19973,-0.0345561,0
2.36057,-0.268953,-0.0276592
2.22496,-0.0349524,-0.346194
2.28475,-0.147748,-0.291427
2.28319,-0.147647,-0.0132977
2.20696,-0.0346697,-0.237755
2.34655,-0.267356,-0.220463
2.21513,-0.034798,0.0515511
2.39633,-0.273028,0.0280783
2.21432,-0.0347853,-0.154859
2.29157,-0.148189,-0.187464
2.30284,-0.148918,0.0402802
2.36467,-0.26942,-0.138603
2.22132,-0.0348952,-0.103485
2.28409,-0.147705,-0.119954
2.36326,-0.26926,-0.0830608
2.22312,-0.0349236,-0.0517372
2.27376,-0.155009,-0.0663264
2.22759,-0.0427719,0
2.36359,-0.277658,-0.0277058
2.22087,-0.0426429,-0.345579
2.28818,-0.155993,-0.291932
2.30661,-0.157249,-0.0134371
2.2108,-0.0424496,-0.238184
2.34956,-0.27601,-0.220835
2.22299,-0.0426836,0.0517372
2.39537,-0.281391,0.0280783
2.22216,-0.0426677,-0.155417
2.299,-0.15673,-0.188115
2.3023,-0.156955,0.0402802
2.37561,-0.27907,-0.139301
2.23317,-0.042879,-0.104044
2.28754,-0.155949,-0.120163
2.37025,-0.27844,-0.08334
2.23099,-0.0428371,-0.0519233
2.2852,-0.163404,-0.0666755
2.23943,-0.0504288,0
2.36662,-0.285974,-0.0277523
2.22467,-0.0500963,-0.346194
2.28765,-0.16358,-0.291932
2.30208,-0.164612,-0.0134139
2.21462,-0.0498701,-0.238612
2.36049,-0.285233,-0.22195
2.23483,-0.0503251,0.0520164
2.40633,-0.290772,0.028218
2.23398,-0.0503059,-0.156255
2.29847,-0.164353,-0.188115
2.30975,-0.16516,0.0404198
2.38657,-0.288384,-0.139999
2.241,-0.0504641,-0.104416
2.29498,-0.164104,-0.120582
2.38122,-0.287737,-0.0837588
2.23883,-0.0504151,-0.0521094
2.2886,-0.171679,-0.0667919
2.24324,-0.0583496,0
2.37752,-0.295714,-0.027892
2.23238,-0.0580671,-0.347424
2.29498,-0.172158,-0.292942
2.30947,-0.173245,-0.0134604
2.22239,-0.0578071,-0.239469
2.36739,-0.294454,-0.222694
2.23864,-0.0582298,0.0521094
2.4053,-0.29917,0.028218
2.2298,-0.0579999,-0.155975
2.30185,-0.172673,-0.18844
2.30916,-0.173221,0.0404198
2.38951,-0.297205,-0.140231
2.24081,-0.0582864,-0.104416
2.29838,-0.172413,-0.120791
2.3802,-0.296047,-0.0837588
2.24663,-0.0584377,-0.0522955
2.28798,-0.179667,-0.0667919
2.38837,-0.305534,-0.0280317
2.24007,-0.0660923,-0.348654
2.29832,-0.180478,-0.293447
2.30487,-0.180992,-0.0134371
2.2182,-0.0654471,-0.239041
2.3861,-0.305243,-0.224553
2.23842,-0.0660437,0.0521094
2.41218,-0.308579,0.0283111
2.24554,-0.0662537,-0.157092
2.30521,-0.181019,-0.188766
2.31253,-0.181594,0.0404896
2.40034,-0.307065,-0.140929
2.24858,-0.0663436,-0.104788
2.30971,-0.181373,-0.121419
2.39898,-0.30689,-0.0844568
2.24242,-0.0661617,-0.0522025
2.28734,-0.187652,-0.0667919
2.39919,-0.315433,-0.0281714
2.24377,-0.0740415,-0.349269
2.30163,-0.188824,-0.293952
2.32415,-0.190672,-0.0135534
2.22591,-0.073452,-0.239897
2.36922,-0.311493,-0.223066
2.24217,-0.0739888,0.0522025
2.41505,-0.317519,0.0283577
2.24928,-0.0742233,-0.157371
2.31251,-0.189717,-0.189416
2.31985,-0.190319,0.0406292
2.39529,-0.314921,-0.140696
2.24834,-0.0741922,-0.104788
2.31304,-0.18976,-0.121629
2.38996,-0.31422,-0.0841776
2.24617,-0.0741206,-0.0522955
2.29863,-0.196658,-0.067141
2.39015,-0.322736,-0.0280783
2.2356,-0.081585,-0.348039
2.31282,-0.197872,-0.295468
2.23358,-0.0815115,-0.240754
2.37601,-0.320827,-0.223809
2.24989,-0.0821066,0.0523886
2.42186,-0.327017,0.0284508
2.24901,-0.0820743,-0.157371
2.31184,-0.197788,-0.189416
2.32714,-0.199097,0.0407688
2.40209,-0.324349,-0.141162
2.25605,-0.0823313,-0.10516
2.31237,-0.197833,-0.121629
2.4047,-0.324701,-0.084736
2.24989,-0.0821066,-0.0523886
2.30191,-0.205035,-0.0672573
2.24715,-0.089862,-0.349884
2.30817,-0.205592,-0.294963
2.32675,-0.207248,-0.0135766
2.24521,-0.0897844,-0.242039
2.25359,-0.0901195,0.0524816
2.43259,-0.337116,0.0285905
2.24871,-0.0899243,-0.157371
2.3151,-0.20621,-0.189742
2.33042,-0.207574,0.0408386
2.25974,-0.0903656,-0.105346
2.31962,-0.206613,-0.122047
2.26158,-0.0904391,-0.0526678
2.30914,-0.213806,-0.06749
2.26586,-0.0985333,0
2.24287,-0.0975338,-0.349269
2.31138,-0.214014,-0.295468
2.32999,-0.215737,-0.0135999
2.24091,-0.0974482,-0.241611
2.26525,-0.0985066,0.0527608
2.44327,-0.347294,0.0287302
2.26034,-0.0982933,-0.158208
2.32231,-0.215025,-0.190393
2.33366,-0.216076,0.0409084
2.42349,-0.344482,-0.142557
2.2634,-0.0984266,-0.105533
2.32286,-0.215077,-0.122257
2.4182,-0.343731,-0.0852944
2.26525,-0.0985066,-0.0527608
2.21166,0.0042461,-0.0386047
2.31236,-0.222248,-0.0676064
2.26151,-0.106254,0
2.25042,-0.105733,-0.350499
2.32642,-0.223599,-0.297488
2.32923,-0.223869,-0.0135999
2.2485,-0.105643,-0.242468
2.26888,-0.106601,0.0528539
2.45392,-0.357551,0.0288699
2.27593,-0.106932,-0.159324
2.32154,-0.22313,-0.190393
2.34085,-0.224986,0.0410481
2.21146,0.00424571,-0.14173
2.27103,-0.106702,-0.105905
2.33005,-0.223948,-0.122675
2.26489,-0.106413,-0.0527608
2.21566,-0.00386706,-0.0386745
2.29959,-0.22953,-0.0672573
2.2651,-0.114745,0
2.40512,-0.359448,-0.0283111
2.25791,-0.114381,-0.351728
2.32559,-0.232124,-0.297488
2.33635,-0.233199,-0.0136464
2.26001,-0.114487,-0.243753
2.41851,-0.361448,-0.228271
2.26848,-0.114916,0.0528539
2.45259,-0.366542,0.0288699
2.26356,-0.114667,-0.158487
2.33261,-0.232826,-0.191369
2.35195,-0.234756,0.0412575
2.20747,-0.00385276,-0.141474
2.42096,-0.361816,-0.142557
2.27461,-0.115227,-0.106091
2.33716,-0.23328,-0.123094
2.20217,-0.00384352,-0.0897188
2.4315,-0.36339,-0.0858528
2.28046,-0.115523,-0.053133
2.22363,-0.0112549,-0.0388142
2.31075,-0.238385,-0.0676064
2.42369,-0.370443,-0.0285439
2.25752,-0.121868,-0.351728
2.3327,-0.240649,-0.298498
2.33954,-0.241356,-0.0136696
2.25565,-0.121767,-0.243325
2.4173,-0.369467,-0.228271
2.28006,-0.123085,0.053133
2.46323,-0.376487,0.0290096
2.27512,-0.122818,-0.159324
2.33976,-0.241378,-0.19202
2.35116,-0.242554,0.0412575
2.21543,-0.0112134,-0.141986
2.27422,-0.122769,-0.106091
2.3324,-0.240619,-0.122885
2.20614,-0.0111664,-0.0898817
2.27607,-0.122869,-0.05304
2.22758,-0.019051,-0.038884
2.32979,-0.248571,-0.0681882
2.30819,-0.132685,0
2.43028,-0.380138,-0.0286371
2.26102,-0.129974,-0.352343
2.33579,-0.249212,-0.299003
2.34664,-0.250369,-0.0137161
2.26315,-0.130096,-0.244181
2.41599,-0.377902,-0.228271
2.27962,-0.131043,0.053133
2.4698,-0.386319,0.0291027
2.27867,-0.130988,-0.159603
2.3389,-0.249544,-0.19202
2.35825,-0.251608,0.0413971
2.22336,-0.0190149,-0.142497
2.28574,-0.131395,-0.106649
2.34347,-0.250031,-0.123513
2.20609,-0.0188672,-0.0898817
2.44477,-0.382403,-0.0864112
2.2876,-0.131502,-0.0533191
2.2275,-0.0268266,-0.038884
2.32493,-0.256264,-0.0680718
2.44079,-0.390514,-0.0287768
2.33491,-0.257363,-0.299003
2.2078,-0.0265893,0.0128327
2.35371,-0.259436,-0.0137626
2.27459,-0.138722,-0.245466
2.43039,-0.38885,-0.229758
2.28713,-0.139486,0.0533191
2.47239,-0.395569,0.0291493
2.27819,-0.138941,-0.159603
2.34594,-0.25858,-0.192671
2.36134,-0.260277,0.0414669
2.22328,-0.0267757,-0.142497
2.4526,-0.392404,-0.14465
2.28926,-0.139616,-0.106835
2.34655,-0.258647,-0.123722
2.214,-0.026664,-0.0902073
2.45526,-0.392829,-0.08683
2.29112,-0.13973,-0.0534122
2.23939,-0.0343973,-0.0390934
2.33598,-0.265326,-0.0684209
2.29526,-0.147623,0
2.44738,-0.399896,-0.0288699
2.34192,-0.266001,-0.300013
2.2197,-0.0340948,0.0129024
2.35681,-0.267691,-0.0137859
2.27015,-0.146008,-0.245038
2.44088,-0.398834,-0.230873
2.29065,-0.147326,0.0534122
2.4908,-0.406991,0.0293821
2.29365,-0.14752,-0.160719
2.35695,-0.267708,-0.193647
2.37238,-0.26946,0.0416763
2.22318,-0.0341482,-0.142497
2.28878,-0.147207,-0.106835
2.35759,-0.267779,-0.12435
2.2179,-0.0340671,-0.0903702
2.29065,-0.147326,-0.0534122
2.23926,-0.042214,-0.0390934
2.34299,-0.274409,-0.0686537
2.4578,-0.410413,-0.0290096
2.3528,-0.275558,-0.301529
2.22357,-0.0419182,0.0129257
2.36778,-0.277312,-0.0138556
2.27756,-0.15447,-0.245895
2.4434,-0.408008,-0.231245
2.29012,-0.155321,0.0534122
2.48936,-0.415683,0.0293821
2.29312,-0.155525,-0.160719
2.36788,-0.277325,-0.194624
2.37937,-0.27867,0.041816
2.23502,-0.042134,-0.143265
2.46956,-0.412377,-0.145813
2.29623,-0.155736,-0.107208
2.35664,-0.276007,-0.12435
2.22576,-0.0419595,-0.0906958
2.30209,-0.156133,-0.0536913
2.24309,-0.0505111,-0.0391632
2.35387,-0.284433,-0.0690027
2.29414,-0.164044,0
2.46416,-0.420765,-0.0291027
2.35178,-0.28418,-0.301529
2.2314,-0.0502478,0.0129722
2.37071,-0.286468,-0.0138789
2.28888,-0.163668,-0.24718
2.44189,-0.416961,-0.231245
2.29751,-0.164285,0.0535983
2.29651,-0.164213,-0.160998
2.37081,-0.28648,-0.194949
2.38628,-0.288348,0.0419556
2.24682,-0.0505951,-0.144032
2.30361,-0.164721,-0.10758
2.36354,-0.285601,-0.124769
2.22958,-0.050207,-0.0908587
2.3015,-0.16457,-0.0536913
2.25091,-0.0581558,-0.0393028
2.36085,-0.293223,-0.0692355
2.29757,-0.171949,0
2.4667,-0.42962,-0.0291493
2.36264,-0.293445,-0.303044
2.37769,-0.295314,-0.0139253
2.28833,-0.171257,-0.24718
2.44834,-0.426423,-0.231988
2.30493,-0.172499,0.0537844
2.30392,-0.172424,-0.161556
2.36985,-0.29434,-0.194949
2.39324,-0.297246,0.0420952
2.24664,-0.0580456,-0.144032
2.46269,-0.428923,-0.14558
2.30704,-0.172657,-0.107766
2.37051,-0.294422,-0.125188
2.22941,-0.0576003,-0.0908587
2.48111,-0.432131,-0.0879467
2.3129,-0.173096,-0.0539705
2.25069,-0.0660126,-0.0393028
2.35585,-0.300955,-0.0691191
2.32089,-0.181843,0
2.36553,-0.302193,-0.303549
2.38061,-0.304119,-0.0139486
2.29168,-0.179554,-0.247608
2.46252,-0.437755,-0.233476
2.3083,-0.180856,0.0538774
2.3033,-0.180465,-0.161556
2.40835,-0.307663,-0.198204
2.39616,-0.306105,0.042165
2.24642,-0.0658875,-0.144032
2.46904,-0.438914,-0.146045
2.31439,-0.181334,-0.108138
2.37739,-0.303707,-0.125606
2.23718,-0.0656164,-0.0911843
2.32026,-0.181793,-0.0541566
2.25444,-0.0739997,-0.0393726
2.37064,-0.311259,-0.0695846
2.37233,-0.311481,-0.304559
2.37954,-0.312427,-0.0139486
2.295,-0.187877,-0.248037
2.47273,-0.44848,-0.234591
2.3236,-0.190218,0.0542496
2.31459,-0.18948,-0.162393
2.39145,-0.313991,-0.196902
2.39904,-0.314988,0.0422348
2.25017,-0.0738595,-0.144288
2.47535,-0.448955,-0.14651
2.31773,-0.189737,-0.108324
2.38028,-0.312524,-0.125816
2.24493,-0.0736874,-0.09151
2.30765,-0.188913,-0.0538774
2.26616,-0.0823042,-0.0395821
2.36558,-0.318998,-0.0694682
2.32355,-0.198381,0
2.3791,-0.320821,-0.305569
2.38636,-0.3218,-0.0139951
2.30622,-0.196902,-0.249322
2.47507,-0.457833,-0.234963
2.31893,-0.197987,0.0541566
2.31391,-0.197559,-0.162393
2.39824,-0.323403,-0.197553
2.40189,-0.323895,0.0423046
2.25389,-0.0818585,-0.144544
2.32103,-0.198166,-0.108511
2.37917,-0.320831,-0.125816
2.24865,-0.0816683,-0.0916728
2.31893,-0.197987,-0.0541566
2.26586,-0.0902141,-0.0395821
2.31886,-0.206136,0
2.38582,-0.330212,-0.306579
2.25817,-0.0899081,0.0131349
2.31344,-0.205655,-0.250179
2.3262,-0.206789,0.0543427
2.31718,-0.205988,-0.162672
2.41659,-0.33447,0.0425839
2.26555,-0.0902019,-0.145312
2.32828,-0.206975,-0.108883
2.25235,-0.0896761,-0.0918356
2.33018,-0.207143,-0.0544357
2.28151,-0.0988151,-0.0398613
2.39892,-0.340563,-0.0705155
2.32609,-0.214966,0
2.38858,-0.339095,-0.307084
2.25385,-0.0976169,0.0131117
2.40386,-0.341263,-0.0141113
2.31667,-0.214095,-0.250607
2.33342,-0.215644,0.0545288
2.32837,-0.215176,-0.163509
2.41566,-0.342939,-0.19918
2.41541,-0.342904,0.0425839
2.26522,-0.0981096,-0.145312
2.33153,-0.215468,-0.109069
2.4006,-0.340801,-0.127072
2.25202,-0.0975377,-0.0918356
2.3374,-0.216012,-0.0546219
2.28115,-0.106778,-0.0398613
2.33329,-0.223848,0
2.39524,-0.348574,-0.308094
2.26548,-0.106045,0.0131814
2.31987,-0.222561,-0.251036
2.33664,-0.224169,0.0546219
2.3276,-0.223303,-0.163509
2.42211,-0.352485,0.0427235
2.26886,-0.106203,-0.145567
2.33076,-0.223606,-0.109069
2.26364,-0.105959,-0.0923241
2.33664,-0.224169,-0.0546219
2.28476,-0.114942,-0.0399311
2.39253,-0.356712,-0.0703991
2.33647,-0.232387,0
2.41363,-0.359858,-0.31062
2.27708,-0.114555,0.0132512
2.42911,-0.362166,-0.0142741
2.32303,-0.231051,-0.251464
2.33982,-0.23272,0.0547149
2.33475,-0.232216,-0.164067
2.4211,-0.360971,-0.199831
2.42482,-0.361527,0.0427933
2.27645,-0.114523,-0.146079
2.34189,-0.232926,-0.109627
2.42582,-0.361676,-0.128537
2.27124,-0.114261,-0.0926498
2.33982,-0.23272,-0.0547149
2.28838,-0.122332,-0.0400009
2.33971,-0.240135,0
2.42033,-0.368634,-0.31163
2.27671,-0.121708,0.0132512
2.42796,-0.369795,-0.0142741
2.33021,-0.23916,-0.252321
2.34703,-0.240886,0.054901
2.33798,-0.239957,-0.164346
2.42389,-0.369176,-0.200157
2.43949,-0.371552,0.0430725
2.28405,-0.1221,-0.146591
2.34512,-0.240691,-0.109813
2.27087,-0.121396,-0.0926498
2.34703,-0.240886,-0.054901
2.28792,-0.130719,-0.0400009
2.34677,-0.249554,0
2.42289,-0.378114,-0.312135
2.43449,-0.379925,-0.0143206
2.33723,-0.24854,-0.253177
2.35011,-0.24991,0.0549941
2.34105,-0.248947,-0.164625
2.43828,-0.380516,-0.201458
2.44207,-0.381107,0.0431423
2.28757,-0.130699,-0.146847
2.34423,-0.249284,-0.109813
2.4312,-0.379411,-0.128956
2.27839,-0.130174,-0.0929754
2.35011,-0.24991,-0.0549941
2.29546,-0.138788,-0.0401405
2.35388,-0.258208,0
2.42554,-0.386772,-0.31264
2.2798,-0.137841,0.0132744
2.44902,-0.390516,-0.0144135
2.3443,-0.257156,-0.254034
2.35324,-0.258138,0.0550871
2.34815,-0.257579,-0.165183
2.437,-0.3886,-0.201458
2.44474,-0.389833,0.0432122
2.28314,-0.138043,-0.146591
2.3553,-0.258364,-0.110372
2.4457,-0.389987,-0.129793
2.27795,-0.137729,-0.0929754
2.35722,-0.258574,-0.0551802
2.29895,-0.147055,-0.0402103
2.42691,-0.395683,-0.0715627
2.35694,-0.266873,0
2.42809,-0.395875,-0.313145
2.28729,-0.146309,0.0133209
2.44369,-0.398418,-0.0143903
2.34734,-0.265785,-0.254463
2.36028,-0.26725,0.0552732
2.35516,-0.266672,-0.165741
2.45137,-0.39967,-0.20276
2.45126,-0.399652,0.0433518
2.30256,-0.147286,-0.14787
2.36233,-0.267483,-0.110744
2.28942,-0.146445,-0.0934639
2.36425,-0.2677,-0.0553663
2.29842,-0.155079,-0.0402103
2.43735,-0.406124,-0.0719118
2.36394,-0.276026,0
2.43844,-0.406304,-0.31466
2.29474,-0.154831,0.0133674
2.44623,-0.407603,-0.0144135
2.34639,-0.273977,-0.254463
2.3633,-0.275951,0.0553663
2.35818,-0.275354,-0.16602
2.45389,-0.40888,-0.203086
2.46168,-0.410178,0.0435612
2.30203,-0.155322,-0.14787
2.36535,-0.276191,-0.11093
2.29288,-0.154705,-0.0936268
2.3633,-0.275951,-0.0553663
2.30582,-0.16407,-0.04035
2.36688,-0.285167,0
2.44867,-0.417239,-0.316176
2.29815,-0.163524,0.0133907
2.46049,-0.419254,-0.0145065
2.36117,-0.284478,-0.256176
2.36624,-0.28509,0.0554593
2.36508,-0.28495,-0.166578
2.46024,-0.41921,-0.203737
2.4641,-0.419869,0.043631
2.30145,-0.163759,-0.14787
2.37225,-0.285814,-0.111302
2.45716,-0.418687,-0.130631
2.30027,-0.163675,-0.0939524
2.37021,-0.285568,-0.0555524
